Form ID,Age,Sex,Admin region,Historical region,Resident population,Education,Do you engage in oral sex?,Kind of sex and eye contact
668,30,Male,Vysocina,Bohemia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
669,44,Female,Usti nad Labem,Bohemia,5 001 to 20 000,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
670,24,Female,Moravian-Silesian,Moravia,1 001 to 5 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
671,45,Male,Plzen,Bohemia,100 001 and above,Secondary,No – and I had no vaginal/anal sex,Oral sex – eye contact is not important
672,41,Male,Liberec,Bohemia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
673,34,Male,Zlin,Moravia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
674,38,Male,Olomouc,Moravia,1 001 to 5 000,University,Yes – because we both equally wanted to,Oral sex – eye contact is not important
675,23,Female,Prague,Prague,100 001 and above,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
676,20,Female,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
677,59,Female,South Bohemian,Bohemia,1 001 to 5 000,Apprenticeship,I don’t know/remember,Vaginal sex – eye contact is not important
678,43,Male,Pardubice,Bohemia,Up to 1 000,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
679,38,Female,Prague,Prague,100 001 and above,University,No – although I had a vaginal/anal sex,Oral sex – eye contact is not important
680,36,Male,Zlin,Moravia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
681,56,Male,Central Bohemian,Bohemia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
682,58,Male,Liberec,Bohemia,20 001 to 100 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
683,25,Female,Plzen,Bohemia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is not important
684,53,Male,Hradec Kralove,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
685,50,Female,Moravian-Silesian,Moravia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
686,62,Female,Hradec Kralove,Bohemia,Up to 1 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
687,49,Female,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
688,19,Female,South Moravian,Moravia,1 001 to 5 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
689,38,Female,Karlovy Vary,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
690,61,Female,Karlovy Vary,Bohemia,20 001 to 100 000,Apprenticeship,No – and I had no vaginal/anal sex,Anal sex – eye contact is important
691,32,Female,South Moravian,Moravia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is important
692,22,Female,Vysocina,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is important
693,20,Female,Usti nad Labem,Bohemia,Up to 1 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
694,60,Male,Moravian-Silesian,Moravia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is important
695,64,Female,Central Bohemian,Bohemia,1 001 to 5 000,Elementary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
696,57,Male,Olomouc,Moravia,1 001 to 5 000,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
697,54,Male,Plzen,Bohemia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
698,59,Male,Central Bohemian,Bohemia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
699,64,Male,Prague,Prague,100 001 and above,University,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
700,32,Male,Olomouc,Moravia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
701,24,Male,Zlin,Moravia,20 001 to 100 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
702,19,Female,Usti nad Labem,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
703,20,Male,Vysocina,Bohemia,1 001 to 5 000,Elementary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
704,54,Male,Olomouc,Moravia,Up to 1 000,Secondary,Yes – mostly because my partner initiated it,Oral sex – eye contact is not important
705,22,Female,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is not important
706,44,Male,Zlin,Moravia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
707,34,Male,Prague,Prague,100 001 and above,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
708,34,Male,Central Bohemian,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is important
709,39,Male,Prague,Prague,100 001 and above,University,Yes – because we both equally wanted to,Oral sex – eye contact is important
710,62,Male,Moravian-Silesian,Moravia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Other
711,37,Female,Usti nad Labem,Bohemia,Up to 1 000,Elementary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
712,44,Male,Central Bohemian,Bohemia,Up to 1 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
713,49,Male,Central Bohemian,Bohemia,1 001 to 5 000,University,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
714,26,Female,Liberec,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
715,57,Female,Central Bohemian,Bohemia,1 001 to 5 000,Elementary,No – and I had no vaginal/anal sex,Other
716,45,Male,Usti nad Labem,Bohemia,1 001 to 5 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
717,53,Male,Moravian-Silesian,Moravia,20 001 to 100 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
718,30,Male,South Bohemian,Bohemia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Other
719,48,Female,Plzen,Bohemia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
720,49,Female,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
721,50,Male,Moravian-Silesian,Moravia,100 001 and above,Secondary,I don’t know/remember,Vaginal sex – eye contact is not important
722,41,Male,Central Bohemian,Bohemia,5 001 to 20 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
723,24,Female,Moravian-Silesian,Moravia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
724,65,Male,Plzen,Bohemia,100 001 and above,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
725,42,Female,South Moravian,Moravia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
726,60,Male,Pardubice,Bohemia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
727,41,Male,Karlovy Vary,Bohemia,20 001 to 100 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
728,25,Male,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
729,44,Male,South Moravian,Moravia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
730,30,Male,Prague,Prague,100 001 and above,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
731,46,Male,Vysocina,Bohemia,1 001 to 5 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
732,56,Female,Usti nad Labem,Bohemia,Up to 1 000,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
733,63,Female,South Moravian,Moravia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
734,55,Male,Pardubice,Bohemia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
735,54,Female,Vysocina,Bohemia,5 001 to 20 000,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is important
736,54,Male,Central Bohemian,Bohemia,5 001 to 20 000,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is not important
737,32,Male,Prague,Prague,100 001 and above,University,Yes – mostly because I initiated it,Oral sex – eye contact is not important
738,25,Male,Liberec,Bohemia,100 001 and above,Apprenticeship,No – and I had no vaginal/anal sex,Oral sex – eye contact is important
739,55,Female,Liberec,Bohemia,20 001 to 100 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
740,59,Male,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
741,63,Male,Central Bohemian,Bohemia,5 001 to 20 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is important
742,24,Female,Liberec,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
743,60,Female,Central Bohemian,Bohemia,1 001 to 5 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
744,46,Male,Olomouc,Moravia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
745,55,Male,South Moravian,Moravia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
746,58,Male,Usti nad Labem,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
747,33,Female,South Moravian,Moravia,Up to 1 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
748,41,Male,Prague,Prague,100 001 and above,Apprenticeship,Yes – mostly because my partner initiated it,Oral sex – eye contact is not important
749,46,Male,Olomouc,Moravia,Up to 1 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
750,62,Male,Hradec Kralove,Bohemia,20 001 to 100 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
751,43,Male,Plzen,Bohemia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Other
752,62,Female,Usti nad Labem,Bohemia,5 001 to 20 000,Apprenticeship,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
753,57,Male,South Moravian,Moravia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is not important
754,50,Male,Usti nad Labem,Bohemia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
755,55,Female,South Bohemian,Bohemia,Up to 1 000,Secondary,I don’t know/remember,Other
756,55,Male,South Bohemian,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is important
757,58,Male,Moravian-Silesian,Moravia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
758,44,Female,Moravian-Silesian,Moravia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is important
759,55,Male,Pardubice,Bohemia,5 001 to 20 000,University,No – and I had no vaginal/anal sex,Oral sex – eye contact is important
760,65,Female,South Moravian,Moravia,Up to 1 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
761,44,Male,Olomouc,Moravia,Up to 1 000,Apprenticeship,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
762,45,Male,Moravian-Silesian,Moravia,5 001 to 20 000,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is important
763,58,Male,South Moravian,Moravia,1 001 to 5 000,Apprenticeship,I don’t know/remember,Other
764,44,Female,Plzen,Bohemia,1 001 to 5 000,Secondary,I don’t know/remember,Vaginal sex – eye contact is important
765,36,Female,South Bohemian,Bohemia,5 001 to 20 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
766,34,Male,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
767,30,Male,Karlovy Vary,Bohemia,20 001 to 100 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
768,58,Male,Prague,Prague,100 001 and above,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
769,30,Male,Olomouc,Moravia,5 001 to 20 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
770,47,Female,Central Bohemian,Bohemia,1 001 to 5 000,Secondary,No – although I had a vaginal/anal sex,Anal sex – eye contact is important
771,61,Male,South Bohemian,Bohemia,5 001 to 20 000,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is important
772,42,Female,Prague,Prague,100 001 and above,Secondary,Yes – because we both equally wanted to,Oral sex – eye contact is not important
773,51,Female,Prague,Prague,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
774,47,Female,Liberec,Bohemia,Up to 1 000,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
775,65,Female,Hradec Kralove,Bohemia,20 001 to 100 000,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
776,51,Female,Zlin,Moravia,Up to 1 000,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
777,62,Female,Plzen,Bohemia,100 001 and above,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
778,41,Female,Pardubice,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
779,54,Male,Usti nad Labem,Bohemia,5 001 to 20 000,Elementary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
780,62,Female,South Moravian,Moravia,5 001 to 20 000,University,I don’t know/remember,Vaginal sex – eye contact is not important
781,29,Male,Central Bohemian,Bohemia,Up to 1 000,University,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
782,49,Female,Olomouc,Moravia,100 001 and above,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
783,55,Male,Zlin,Moravia,5 001 to 20 000,Elementary,No – and I had no vaginal/anal sex,Anal sex – eye contact is important
784,48,Male,Zlin,Moravia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
785,36,Male,Central Bohemian,Bohemia,5 001 to 20 000,University,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
786,30,Female,South Bohemian,Bohemia,5 001 to 20 000,University,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
787,48,Male,South Moravian,Moravia,1 001 to 5 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
788,50,Male,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
789,58,Male,Plzen,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
790,23,Female,Central Bohemian,Bohemia,1 001 to 5 000,University,I don’t know/remember,Vaginal sex – eye contact is important
791,27,Male,Prague,Prague,100 001 and above,University,Yes – mostly because I initiated it,Oral sex – eye contact is important
792,29,Male,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
793,52,Female,Pardubice,Bohemia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
794,36,Male,South Moravian,Moravia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
795,64,Male,Usti nad Labem,Bohemia,5 001 to 20 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
796,34,Male,Zlin,Moravia,20 001 to 100 000,University,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
797,63,Male,Prague,Prague,100 001 and above,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
798,63,Male,Prague,Prague,100 001 and above,Elementary,Yes – because we both equally wanted to,Oral sex – eye contact is not important
799,51,Female,Central Bohemian,Bohemia,5 001 to 20 000,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
800,63,Female,Central Bohemian,Bohemia,5 001 to 20 000,Apprenticeship,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
801,48,Female,Pardubice,Bohemia,1 001 to 5 000,Apprenticeship,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
802,49,Male,Moravian-Silesian,Moravia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Other
803,52,Female,Prague,Prague,100 001 and above,University,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
804,53,Female,Zlin,Moravia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
805,64,Male,Vysocina,Bohemia,20 001 to 100 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
806,60,Male,South Moravian,Moravia,Up to 1 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is important
807,40,Male,Moravian-Silesian,Moravia,5 001 to 20 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
808,36,Male,Zlin,Moravia,20 001 to 100 000,Elementary,Yes – mostly because I initiated it,Oral sex – eye contact is important
809,64,Female,Prague,Prague,100 001 and above,Apprenticeship,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
810,58,Female,Moravian-Silesian,Moravia,100 001 and above,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is important
811,44,Male,Liberec,Bohemia,1 001 to 5 000,Elementary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
812,18,Female,Moravian-Silesian,Moravia,20 001 to 100 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
813,60,Male,Prague,Prague,100 001 and above,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
814,38,Female,Central Bohemian,Bohemia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
815,57,Male,Hradec Kralove,Bohemia,1 001 to 5 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
816,29,Female,Moravian-Silesian,Moravia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
817,32,Female,Prague,Prague,100 001 and above,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
818,23,Male,Pardubice,Bohemia,Up to 1 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
819,59,Female,South Bohemian,Bohemia,20 001 to 100 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
820,55,Female,Usti nad Labem,Bohemia,5 001 to 20 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
821,40,Male,South Bohemian,Bohemia,1 001 to 5 000,Apprenticeship,I don’t know/remember,Vaginal sex – eye contact is not important
822,50,Male,Olomouc,Moravia,1 001 to 5 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
823,58,Female,Plzen,Bohemia,1 001 to 5 000,Secondary,I don’t know/remember,Vaginal sex – eye contact is important
824,51,Male,Usti nad Labem,Bohemia,Up to 1 000,University,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
825,39,Male,Liberec,Bohemia,1 001 to 5 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
826,45,Female,Moravian-Silesian,Moravia,1 001 to 5 000,Apprenticeship,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
827,46,Female,Plzen,Bohemia,1 001 to 5 000,Apprenticeship,No – and I had no vaginal/anal sex,Anal sex – eye contact is important
828,39,Female,South Moravian,Moravia,100 001 and above,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
829,52,Female,Prague,Prague,100 001 and above,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
830,19,Male,Olomouc,Moravia,100 001 and above,Elementary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
831,62,Male,South Bohemian,Bohemia,Up to 1 000,University,No – and I had no vaginal/anal sex,Other
832,53,Male,Usti nad Labem,Bohemia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
833,44,Male,Moravian-Silesian,Moravia,1 001 to 5 000,Apprenticeship,Yes – mostly because I initiated it,Oral sex – eye contact is not important
834,62,Female,South Moravian,Moravia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
835,35,Female,Zlin,Moravia,1 001 to 5 000,University,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
836,25,Female,South Moravian,Moravia,20 001 to 100 000,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
837,27,Male,Plzen,Bohemia,1 001 to 5 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
838,64,Female,Moravian-Silesian,Moravia,20 001 to 100 000,Elementary,Yes – because we both equally wanted to,Oral sex – eye contact is not important
839,53,Female,Usti nad Labem,Bohemia,20 001 to 100 000,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
840,33,Female,Usti nad Labem,Bohemia,20 001 to 100 000,University,I don’t know/remember,Vaginal sex – eye contact is not important
841,46,Male,Olomouc,Moravia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
842,32,Female,South Bohemian,Bohemia,1 001 to 5 000,University,I don’t know/remember,Vaginal sex – eye contact is important
843,41,Female,Prague,Prague,100 001 and above,Secondary,No – and I had no vaginal/anal sex,Other
844,45,Male,South Bohemian,Bohemia,5 001 to 20 000,Apprenticeship,No – and I had no vaginal/anal sex,Oral sex – eye contact is not important
845,20,Female,Olomouc,Moravia,20 001 to 100 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
846,33,Female,Hradec Kralove,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
847,34,Male,Moravian-Silesian,Moravia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
848,57,Female,Prague,Prague,100 001 and above,University,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
849,43,Female,Hradec Kralove,Bohemia,Up to 1 000,Elementary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is not important
850,57,Male,South Moravian,Moravia,100 001 and above,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
851,54,Female,Zlin,Moravia,5 001 to 20 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
852,36,Male,Prague,Prague,100 001 and above,Secondary,Yes – mostly because I initiated it,Oral sex – eye contact is important
853,42,Male,Vysocina,Bohemia,20 001 to 100 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
854,34,Male,Plzen,Bohemia,1 001 to 5 000,Secondary,Yes – mostly because I initiated it,Anal sex – eye contact is important
855,57,Female,Usti nad Labem,Bohemia,Up to 1 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
856,48,Male,Prague,Prague,100 001 and above,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
857,56,Female,South Moravian,Moravia,20 001 to 100 000,Secondary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
858,38,Male,Usti nad Labem,Bohemia,20 001 to 100 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
859,26,Female,Zlin,Moravia,20 001 to 100 000,University,Yes – because we both equally wanted to,Oral sex – eye contact is not important
860,61,Male,Vysocina,Bohemia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
861,57,Female,Olomouc,Moravia,1 001 to 5 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
862,37,Male,Moravian-Silesian,Moravia,100 001 and above,Elementary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
863,32,Female,Central Bohemian,Bohemia,Up to 1 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
864,29,Female,Moravian-Silesian,Moravia,1 001 to 5 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is important
865,45,Male,Moravian-Silesian,Moravia,20 001 to 100 000,Secondary,No – and I had no vaginal/anal sex,Vaginal sex – eye contact is not important
866,50,Female,Olomouc,Moravia,5 001 to 20 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
867,21,Female,Usti nad Labem,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
868,41,Female,South Bohemian,Bohemia,20 001 to 100 000,University,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
869,30,Male,South Moravian,Moravia,Up to 1 000,Apprenticeship,Yes – mostly because my partner initiated it,Oral sex – eye contact is important
870,39,Male,Vysocina,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
871,35,Female,Usti nad Labem,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
872,36,Female,South Moravian,Moravia,Up to 1 000,Apprenticeship,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is not important
873,47,Male,Vysocina,Bohemia,1 001 to 5 000,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
874,60,Male,Liberec,Bohemia,100 001 and above,Secondary,No – although I had a vaginal/anal sex,Vaginal sex – eye contact is important
875,52,Male,Olomouc,Moravia,1 001 to 5 000,Apprenticeship,Yes – mostly because my partner initiated it,Oral sex – eye contact is not important
876,37,Female,Moravian-Silesian,Moravia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is important
877,26,Male,Plzen,Bohemia,Up to 1 000,Apprenticeship,Yes – mostly because I initiated it,Vaginal sex – eye contact is not important
878,29,Female,Prague,Prague,100 001 and above,Elementary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
879,32,Female,South Bohemian,Bohemia,20 001 to 100 000,Secondary,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
880,43,Male,Liberec,Bohemia,20 001 to 100 000,Elementary,Yes – mostly because I initiated it,Vaginal sex – eye contact is important
881,35,Male,Prague,Prague,100 001 and above,Secondary,Yes – mostly because my partner initiated it,Vaginal sex – eye contact is important
882,43,Male,Prague,Prague,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is not important
883,46,Male,Liberec,Bohemia,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
884,51,Female,Prague,Prague,100 001 and above,Apprenticeship,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
885,52,Female,Central Bohemian,Bohemia,5 001 to 20 000,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
886,43,Female,Usti nad Labem,Bohemia,20 001 to 100 000,Apprenticeship,Yes – because we both equally wanted to,Oral sex – eye contact is not important
887,54,Male,South Moravian,Moravia,100 001 and above,University,Yes – because we both equally wanted to,Vaginal sex – eye contact is important
888,26,Female,South Moravian,Moravia,1 001 to 5 000,Apprenticeship,Yes – mostly because my partner initiated it,Oral sex – eye contact is not important
889,61,Male,Plzen,Bohemia,100 001 and above,Secondary,Yes – because we both equally wanted to,Anal sex – eye contact is important
